name,model,rebar_version,engine,engine_version,err,haystack_len,iters,total,median,mad,mean,stddev,min,max
curated/04-ruff-noqa/tweaked,grep-captures,0.1.0 (rev cb76889b90),rust/regex,1.11.0,,32514634,63,4.66s,47.71ms,564.52us,48.12ms,1.29ms,46.60ms,53.10ms
curated/04-ruff-noqa/tweaked,grep-captures,0.1.0 (rev cb76889b90),rust/regex/lite,0.1.6,,32514634,3,5.66s,1.10s,31.76ms,1.10s,29.31ms,1.06s,1.14s
curated/04-ruff-noqa/compile-real,compile,0.1.0 (rev cb76889b90),rust/regex,1.11.0,,,21034,4.56s,120.42us,1.85us,131.54us,29.60us,114.73us,1.10ms
curated/04-ruff-noqa/compile-real,compile,0.1.0 (rev cb76889b90),rust/regex/lite,0.1.6,,,376467,4.94s,5.58us,39.00ns,5.95us,3.12us,5.26us,538.66us
curated/05-lexer-veryl/single,count-captures,0.1.0 (rev cb76889b90),rust/regex,1.11.0,,150600,66,4.56s,44.92ms,1.27ms,45.58ms,2.42ms,42.59ms,52.98ms
curated/05-lexer-veryl/single,count-captures,0.1.0 (rev cb76889b90),rust/regex/lite,0.1.6,,150600,4,5.11s,783.19ms,5.96ms,785.81ms,12.12ms,771.69ms,805.16ms
curated/05-lexer-veryl/compile-single,compile,0.1.0 (rev cb76889b90),rust/regex,1.11.0,,,1724,4.51s,640.22us,70.48us,746.10us,314.28us,553.98us,5.57ms
curated/05-lexer-veryl/compile-single,compile,0.1.0 (rev cb76889b90),rust/regex/lite,0.1.6,,,2974,4.51s,110.61us,6.05us,123.68us,34.63us,101.25us,613.74us
curated/05-lexer-veryl/multi,count-spans,0.1.0 (rev cb76889b90),rust/regex,1.11.0,,150600,547,4.51s,5.18ms,156.14us,5.48ms,758.76us,4.97ms,10.56ms
curated/06-cloud-flare-redos/original,count-spans,0.1.0 (rev cb76889b90),rust/regex,1.11.0,,107,1000000,1.95s,330.00ns,9.00ns,345.00ns,642.00ns,300.00ns,234.65us
curated/06-cloud-flare-redos/original,count-spans,0.1.0 (rev cb76889b90),rust/regex/lite,0.1.6,,107,158601,4.73s,16.69us,152.00ns,18.77us,10.31us,15.92us,1.46ms
curated/06-cloud-flare-redos/simplified-short,count-spans,0.1.0 (rev cb76889b90),lean,64c80c83,,102,27538,4.62s,98.31us,1.36us,108.67us,34.93us,95.06us,2.04ms
curated/06-cloud-flare-redos/simplified-short,count-spans,0.1.0 (rev cb76889b90),rust/regex,1.11.0,,102,1000000,1.61s,150.00ns,29.00ns,155.00ns,610.00ns,110.00ns,261.94us
curated/06-cloud-flare-redos/simplified-short,count-spans,0.1.0 (rev cb76889b90),rust/regex/lite,0.1.6,,102,189867,4.73s,14.21us,140.00ns,15.68us,6.13us,13.35us,707.76us
curated/06-cloud-flare-redos/simplified-long,count-spans,0.1.0 (rev cb76889b90),lean,64c80c83,,10001,305,4.56s,9.65ms,268.55us,9.86ms,624.30us,9.23ms,12.67ms
curated/06-cloud-flare-redos/simplified-long,count-spans,0.1.0 (rev cb76889b90),rust/regex,1.11.0,,10001,1000000,1.80s,251.00ns,1.00ns,281.00ns,675.00ns,240.00ns,200.64us
curated/06-cloud-flare-redos/simplified-long,count-spans,0.1.0 (rev cb76889b90),rust/regex/lite,0.1.6,,10001,2037,4.51s,1.40ms,40.30us,1.47ms,187.23us,1.29ms,3.37ms
curated/07-unicode-character-data/parse-line,grep-captures,0.1.0 (rev cb76889b90),lean,64c80c83,,1913704,2,5.66s,1.86s,16.02ms,1.86s,16.02ms,1.84s,1.88s
curated/07-unicode-character-data/parse-line,grep-captures,0.1.0 (rev cb76889b90),rust/regex,1.11.0,,1913704,257,4.56s,11.72ms,365.95us,11.69ms,634.40us,10.36ms,14.26ms
curated/07-unicode-character-data/parse-line,grep-captures,0.1.0 (rev cb76889b90),rust/regex/lite,0.1.6,,1913704,18,4.66s,168.71ms,4.00ms,172.40ms,11.46ms,161.27ms,201.99ms
curated/07-unicode-character-data/compile,compile,0.1.0 (rev cb76889b90),lean,64c80c83,,,28456,4.56s,33.32us,190.00ns,36.72us,11.37us,32.55us,735.63us
curated/07-unicode-character-data/compile,compile,0.1.0 (rev cb76889b90),rust/regex,1.11.0,,,35400,4.56s,60.88us,642.00ns,66.70us,18.59us,58.79us,1.15ms
curated/07-unicode-character-data/compile,compile,0.1.0 (rev cb76889b90),rust/regex/lite,0.1.6,,,152620,4.67s,10.27us,91.00ns,11.12us,4.74us,9.86us,679.11us
curated/08-words/all-english,count-spans,0.1.0 (rev cb76889b90),rust/regex,1.11.0,,76401,2064,4.51s,1.37ms,28.37us,1.45ms,218.66us,1.33ms,5.21ms
curated/08-words/all-english,count-spans,0.1.0 (rev cb76889b90),rust/regex/lite,0.1.6,,76401,463,4.51s,6.06ms,193.61us,6.48ms,1.18ms,5.78ms,17.65ms
curated/08-words/all-russian,count-spans,0.1.0 (rev cb76889b90),rust/regex,1.11.0,,123942,143,4.56s,19.95ms,0.99ms,21.06ms,3.03ms,18.43ms,38.12ms
curated/08-words/long-english,count-spans,0.1.0 (rev cb76889b90),rust/regex,1.11.0,,76401,20580,4.56s,134.12us,932.00ns,145.57us,38.61us,132.23us,1.74ms
curated/08-words/long-english,count-spans,0.1.0 (rev cb76889b90),rust/regex/lite,0.1.6,,76401,649,4.51s,4.31ms,257.80us,4.63ms,731.68us,4.00ms,8.27ms
curated/08-words/long-russian,count-spans,0.1.0 (rev cb76889b90),rust/regex,1.11.0,,123942,217,4.56s,13.11ms,833.15us,13.86ms,2.08ms,11.72ms,23.86ms
curated/09-aws-keys/full,grep-captures,0.1.0 (rev cb76889b90),lean,64c80c83,timeout: exceeded 60s,,0,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns
curated/09-aws-keys/full,grep-captures,0.1.0 (rev cb76889b90),rust/regex,1.11.0,,32514634,90,4.61s,32.17ms,379.86us,33.39ms,4.42ms,31.41ms,69.17ms
curated/09-aws-keys/full,grep-captures,0.1.0 (rev cb76889b90),rust/regex/lite,0.1.6,,32514634,1,9.47s,4.60s,0.00ns,4.60s,0.00ns,4.60s,4.60s
curated/09-aws-keys/quick,grep,0.1.0 (rev cb76889b90),lean,64c80c83,,32514634,1,54.28s,26.94s,0.00ns,26.94s,0.00ns,26.94s,26.94s
curated/09-aws-keys/quick,grep,0.1.0 (rev cb76889b90),rust/regex,1.11.0,,32514634,83,4.66s,34.99ms,756.99us,36.16ms,2.66ms,33.95ms,45.62ms
curated/09-aws-keys/quick,grep,0.1.0 (rev cb76889b90),rust/regex/lite,0.1.6,,32514634,2,7.42s,2.41s,0.95ms,2.41s,0.95ms,2.41s,2.41s
curated/09-aws-keys/compile-full,compile,0.1.0 (rev cb76889b90),rust/regex,1.11.0,,,10609,4.56s,180.94us,3.37us,194.41us,36.81us,174.13us,1.24ms
curated/09-aws-keys/compile-full,compile,0.1.0 (rev cb76889b90),rust/regex/lite,0.1.6,,,40881,4.56s,23.29us,200.00ns,25.04us,6.15us,22.43us,186.97us
curated/09-aws-keys/compile-quick,compile,0.1.0 (rev cb76889b90),lean,64c80c83,,,76556,4.62s,14.18us,69.00ns,15.16us,5.08us,13.77us,392.36us
curated/09-aws-keys/compile-quick,compile,0.1.0 (rev cb76889b90),rust/regex,1.11.0,,,55963,4.57s,35.34us,531.00ns,39.68us,20.01us,33.81us,2.02ms
curated/09-aws-keys/compile-quick,compile,0.1.0 (rev cb76889b90),rust/regex/lite,0.1.6,,,415823,5.05s,3.43us,40.00ns,3.75us,2.92us,3.20us,824.75us
curated/10-bounded-repeat/letters-en,count,0.1.0 (rev cb76889b90),rust/regex,1.11.0,,151522,7918,4.56s,349.95us,13.32us,378.73us,94.44us,331.38us,2.65ms
curated/10-bounded-repeat/letters-en,count,0.1.0 (rev cb76889b90),rust/regex/lite,0.1.6,,151522,229,4.56s,12.94ms,180.18us,13.15ms,621.28us,12.54ms,16.43ms
curated/10-bounded-repeat/letters-ru,count,0.1.0 (rev cb76889b90),rust/regex,1.11.0,,248919,4784,4.56s,607.27us,13.14us,626.93us,70.17us,585.12us,1.58ms
curated/10-bounded-repeat/context,count,0.1.0 (rev cb76889b90),rust/regex,1.11.0,,7384531,18,4.71s,167.01ms,4.58ms,171.47ms,11.60ms,161.96ms,205.95ms
curated/10-bounded-repeat/context,count,0.1.0 (rev cb76889b90),rust/regex/lite,0.1.6,,7384531,5,5.11s,629.96ms,6.22ms,636.46ms,20.87ms,612.07ms,675.01ms
curated/10-bounded-repeat/capitals,count,0.1.0 (rev cb76889b90),rust/regex,1.11.0,,7384531,236,4.56s,12.62ms,96.27us,12.72ms,340.13us,12.43ms,15.42ms
curated/10-bounded-repeat/capitals,count,0.1.0 (rev cb76889b90),rust/regex/lite,0.1.6,,7384531,10,4.91s,317.01ms,3.38ms,318.33ms,5.09ms,312.47ms,327.65ms
curated/10-bounded-repeat/compile-context,compile,0.1.0 (rev cb76889b90),rust/regex,1.11.0,,,16159,4.56s,132.26us,1.81us,144.35us,30.27us,128.75us,1.08ms
curated/10-bounded-repeat/compile-context,compile,0.1.0 (rev cb76889b90),rust/regex/lite,0.1.6,,,88643,4.62s,16.92us,131.00ns,18.95us,7.80us,15.94us,647.99us
curated/10-bounded-repeat/compile-capitals,compile,0.1.0 (rev cb76889b90),rust/regex,1.11.0,,,15062,4.56s,141.82us,2.33us,156.40us,36.84us,137.25us,1.00ms
curated/10-bounded-repeat/compile-capitals,compile,0.1.0 (rev cb76889b90),rust/regex/lite,0.1.6,,,46807,4.57s,29.67us,240.00ns,32.46us,9.22us,28.68us,785.98us
curated/11-unstructured-to-json/extract,grep-captures,0.1.0 (rev cb76889b90),rust/regex,1.11.0,,23952,6275,4.51s,449.07us,13.67us,477.88us,112.10us,428.68us,4.14ms
curated/11-unstructured-to-json/extract,grep-captures,0.1.0 (rev cb76889b90),rust/regex/lite,0.1.6,,23952,1108,4.51s,2.52ms,83.49us,2.71ms,447.30us,2.36ms,7.72ms
curated/11-unstructured-to-json/compile,compile,0.1.0 (rev cb76889b90),rust/regex,1.11.0,,,42641,4.57s,43.52us,802.00ns,48.72us,17.15us,41.36us,860.99us
curated/11-unstructured-to-json/compile,compile,0.1.0 (rev cb76889b90),rust/regex/lite,0.1.6,,,96236,4.67s,6.67us,59.00ns,7.36us,3.66us,6.40us,368.56us
curated/12-dictionary/single,count,0.1.0 (rev cb76889b90),rust/regex,1.11.0,,61436,22427,4.56s,122.88us,691.00ns,133.68us,34.51us,121.16us,1.71ms
curated/12-dictionary/single,count,0.1.0 (rev cb76889b90),rust/regex/lite,0.1.6,,61436,2,5.36s,1.74s,14.03ms,1.74s,14.03ms,1.73s,1.76s
curated/12-dictionary/multi,count,0.1.0 (rev cb76889b90),rust/regex,1.11.0,,61436,4758,7.87s,561.60us,26.35us,630.29us,276.88us,528.59us,9.71ms
curated/12-dictionary/compile-single,compile,0.1.0 (rev cb76889b90),rust/regex,1.11.0,,,117,4.51s,23.69ms,3.22ms,25.19ms,5.88ms,18.48ms,53.57ms
curated/12-dictionary/compile-single,compile,0.1.0 (rev cb76889b90),rust/regex/lite,0.1.6,,,543,4.51s,4.36ms,584.86us,4.61ms,0.96ms,3.42ms,7.91ms
curated/12-dictionary/compile-multi,compile,0.1.0 (rev cb76889b90),rust/regex,1.11.0,,,2,7.03s,48.58ms,9.88ms,48.58ms,9.88ms,38.69ms,58.46ms
curated/13-noseyparker/single,count,0.1.0 (rev cb76889b90),rust/regex,1.11.0,,32514634,4,5.21s,829.88ms,25.71ms,831.63ms,36.70ms,781.65ms,885.13ms
curated/13-noseyparker/multi,count,0.1.0 (rev cb76889b90),rust/regex,1.11.0,,32514634,3,5.16s,1.04s,158.48ms,1.05s,134.82ms,884.57ms,1.21s
curated/13-noseyparker/compile-single,compile,0.1.0 (rev cb76889b90),rust/regex,1.11.0,,,187,4.56s,5.51ms,345.87us,5.73ms,693.27us,4.90ms,8.79ms
curated/13-noseyparker/compile-multi,compile,0.1.0 (rev cb76889b90),rust/regex,1.11.0,,,129,4.56s,6.30ms,487.99us,6.71ms,1.18ms,5.66ms,11.22ms
curated/14-quadratic/1x,count,0.1.0 (rev cb76889b90),lean,64c80c83,,100,1570,4.56s,1.82ms,38.69us,1.91ms,261.70us,1.73ms,4.61ms
curated/14-quadratic/1x,count,0.1.0 (rev cb76889b90),rust/regex,1.11.0,,100,257544,4.79s,10.24us,72.00ns,11.55us,8.26us,10.09us,2.03ms
curated/14-quadratic/1x,count,0.1.0 (rev cb76889b90),rust/regex/lite,0.1.6,,100,12438,4.56s,221.62us,22.48us,241.01us,58.36us,196.26us,1.46ms
curated/14-quadratic/2x,count,0.1.0 (rev cb76889b90),lean,64c80c83,,200,420,4.56s,6.94ms,277.08us,7.14ms,689.84us,6.49ms,12.89ms
curated/14-quadratic/2x,count,0.1.0 (rev cb76889b90),rust/regex,1.11.0,,200,76078,4.62s,36.90us,50.00ns,39.29us,9.69us,36.80us,529.02us
curated/14-quadratic/2x,count,0.1.0 (rev cb76889b90),rust/regex/lite,0.1.6,,200,3510,4.51s,790.89us,30.06us,854.55us,157.15us,747.89us,2.77ms
curated/14-quadratic/10x,count,0.1.0 (rev cb76889b90),lean,64c80c83,,1000,18,4.76s,170.32ms,3.65ms,172.51ms,8.14ms,163.03ms,193.07ms
curated/14-quadratic/10x,count,0.1.0 (rev cb76889b90),rust/regex,1.11.0,,1000,3334,4.51s,869.66us,18.74us,899.80us,102.66us,841.59us,2.86ms
curated/14-quadratic/10x,count,0.1.0 (rev cb76889b90),rust/regex/lite,0.1.6,,1000,151,4.56s,19.46ms,461.98us,19.93ms,1.46ms,18.57ms,27.45ms
